user;eventsPerDay;commitCommentEventsPerDay;createEventsPerDay;deleteEventsPerDay;downloadEventsPerDay;followEventsPerDay;forkEventsPerDay;forkApplyEventsPerDay;gistEventsPerDay;gollumEventsPerDay;issueEventsPerDay;issueCommentEventsPerDay;memberEventsPerDay;publicEventsPerDay;pullRequestEventsPerDay;pullRequestReviewEventsPerDay;pushDatesEventsPerDay;teamAddEventsPerDay;watchDatesEventsPerDay
i-Hun;19.710696855261737;1.1826418113157042;0.3285116142543623;0.5913209056578521;0.0;0.0;0.0;0.0;0.0;0.0;1.9053673626753014;6.7673392536398635;0.0;0.0;0.7884278742104694;0.0;8.147088033508185;0.0;0.0
pawel-grzona;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
powmedia;6.206854934880705;0.0;0.0;0.0;0.0;0.0413790328992047;1.2620605034257433;0.0;0.0;0.0827580657984094;0.43447984544164936;1.013786306030515;0.0;0.0;0.3724112960928423;0.0;0.0;0.0;2.9999798851923405
DenHeadless;4.348955344684912;0.0;0.20295124941862921;0.0;0.0;0.18845473160301285;0.18845473160301285;0.0;0.0;0.0;0.07248258907808186;0.07248258907808186;0.028993035631232747;0.014496517815616373;0.18845473160301285;0.0;0.20295124941862921;0.0;3.189233919435602
diegoberaldin;6.371454311485947;0.12742908622971896;0.02123818103828649;0.10619090519143246;0.0;0.0;0.0;0.0;0.0;0.0;0.7008599742634543;0.44600180180401633;0.0;0.0;0.06371454311485948;0.0;4.90601981984418;0.0;0.0
borismo;78.01354401805868;0.0;0.0;0.0;0.0;39.00677200902934;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.00677200902934
matelakat;47.20056232768699;0.0;29.264348643165935;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.936213684521057;0.0;0.0
Khaous;52.75798900875229;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52.75798900875229;0.0;0.0
fvisticot;0.29302682947418757;0.018314176842136723;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07554597947381399;0.11675287736862161;0.0;0.0;0.03433908157900636;0.0;0.04349617000007472;0.0;0.004578544210534181
jmeosbn;0.8632515033964551;0.0;0.14387525056607584;0.005755010022643034;0.0;0.07481513029435943;0.048917585192465786;0.0;0.011510020045286068;0.06330511024907337;0.023020040090572135;0.06618261526039489;0.0172650300679291;0.00863251503396455;0.03740756514717972;0.0;0.09208016036228854;0.0;0.27048547106422255
dctrwatson;1.0378931921414187;0.0;0.19719970650686958;0.0069192879476094584;0.0;0.03459643973804729;0.010378931921414187;0.0;0.0;0.0;0.03459643973804729;0.03805608371185202;0.0;0.027677151790437834;0.06573323550228985;0.0069192879476094584;0.5985184074682182;0.0;0.017298219869023645
paraschas;4.8118853568313735;0.17643579641715038;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.609505478531974;1.058614778502902;0.0;0.0;2.6465369462572554;0.06415847142441831;0.25663388569767326;0.0;0.0
chrisspen;2.5279439233377596;0.0;0.0337059189778368;0.0;0.0;0.15167663540026557;0.2022355138670208;0.0;0.0;0.0;0.0252794392333776;0.0084264797444592;0.0168529594889184;0.0;0.0084264797444592;0.0;0.0;0.0;2.081340496881422
DmitriyH;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
CarlaMunoz;4.94387217343836;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0988774434687672;0.0;0.0;0.1977548869375344;0.0;0.5932646608126032;3.5595879648756195;0.494387217343836;0.0;0.0
mihdan;4.271564023608961;0.17086256094435845;0.014238546745363203;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5410647763238018;1.737102702934311;0.0;0.0;0.4413949491062593;0.3417251218887169;1.0251753656661506;0.0;0.0
mlg9000;0.679373973260631;0.0;0.040996705282969115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20498352641484557;0.0;0.0;0.11713344366562604;0.0;0.3162602978971903;0.0;0.0
pogsdbest;0.2949267479103382;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2654340731193044;0.0;0.02949267479103382
justinxreese;7.690221728792701;0.025634072429309002;0.6408518107327251;0.15380443457585402;0.0;0.20507257943447202;0.15380443457585402;0.0;0.0;0.0;0.17943850700516303;0.10253628971723601;0.10253628971723601;0.0;1.102265114460287;0.0;4.075817516260131;0.0;0.8202903177378881
tscoltrane;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
PortableStorage;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
