user;eventsPerDay;commitCommentEventsPerDay;createEventsPerDay;deleteEventsPerDay;downloadEventsPerDay;followEventsPerDay;forkEventsPerDay;forkApplyEventsPerDay;gistEventsPerDay;gollumEventsPerDay;issueEventsPerDay;issueCommentEventsPerDay;memberEventsPerDay;publicEventsPerDay;pullRequestEventsPerDay;pullRequestReviewEventsPerDay;pushDatesEventsPerDay;teamAddEventsPerDay;watchDatesEventsPerDay
821;0.041065907454365266;0.0;0.0;0.0;0.0;0.020532953727182633;0.013688635818121757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006844317909060879
Circlepuller;1.6002297613842582;0.0;0.44806433318759226;0.0;0.0;0.0906796864784413;0.43739613477836387;0.0;0.0;0.0;0.0;0.0;0.053340992046141934;0.0;0.0;0.0;0.021336396818456775;0.0;0.549412218075262
Eallen924;1.7095383182704595;0.0;0.0888071853646992;0.0;0.0;0.06660538902352439;0.0222017963411748;0.0;0.0;0.0;0.0;0.0;0.4218341304823212;0.0;0.0;0.0;1.1100898170587399;0.0;0.0
kgn;19.77911792154436;0.19779117921544356;1.252677468364476;0.0;0.0;0.7252343237899598;1.384538254508105;0.0;0.2637215722872581;0.13186078614362906;0.5274431445745162;0.7252343237899598;0.13186078614362906;0.13186078614362906;0.32965196535907265;0.0;1.3186078614362906;0.0;12.592705076716575
dmcguinness;5.390291911185187;0.0;2.076993213484201;0.0;0.0;1.5824710197974863;0.0;0.0;0.0;0.0;0.0;0.0;1.2857577035854575;0.0;0.0;0.0;0.3461655355807001;0.0;0.09890443873734289
jacobhanshaw;7.693753010937774;0.0;0.1538750602187555;0.025645843369792583;0.0;0.0;0.0;0.0;0.0;0.0;0.025645843369792583;0.0;0.0;0.0;0.0;0.0;7.488586263979434;0.0;0.0
djhaynes;0.18865386647627788;0.0;0.00192503945383957;0.0;0.0;0.00385007890767914;0.00385007890767914;0.0;0.0;0.00192503945383957;0.03080063126143312;0.02887559180759355;0.0;0.0;0.0904768543304598;0.0;0.02695055235375398;0.0;0.0
cooljeanius;26.511904786257997;0.0;4.8605158774806325;0.17674603190838664;0.0;3.0930555583967663;2.3860714307632196;0.0;0.26511904786257995;0.0;0.0;0.08837301595419332;0.6186111116793532;0.17674603190838664;0.0;0.0;1.5907142871754798;0.0;13.255952393128998
Ledezman;Infinity;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Infinity;NaN;NaN
riga;0.8898198402233057;0.0;0.21107354349483065;0.0;0.0;0.016554787725084757;0.0786352416941526;0.0;0.004138696931271189;0.0;0.0;0.0;0.020693484656355947;0.012416090793813568;0.0;0.0;0.0;0.0;0.546307994927797
jongwonk;0.012808785245346796;0.0;0.004269595081782266;0.0;0.0;0.0;0.004269595081782266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004269595081782266;0.0;0.0
xdavidliu;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
hjdivad;17.849998037326603;0.5949999345775534;1.6064998233593943;0.8329999084085749;0.0;0.05949999345775535;0.4759999476620428;0.0;0.0;0.0;0.7734999149508195;1.1304998756973517;0.35699996074653206;0.05949999345775535;0.4164999542042874;0.0;11.126498776600249;0.0;0.4164999542042874
jeremyrdavis;0.04253512535366817;0.0;0.010127410798492421;0.0;0.0;0.0020254821596984844;0.024305785916381814;0.0;0.0;0.0020254821596984844;0.0;0.0;0.0020254821596984844;0.0;0.0;0.0;0.0;0.0;0.0020254821596984844
Caizzii;0.37533064539022404;0.0032637447425236873;0.011423106598832906;0.0;0.0;0.027741830311451342;0.01795059608388028;0.0;0.0016318723712618437;0.0032637447425236873;0.006527489485047375;0.006527489485047375;0.016318723712618437;0.0;0.0;0.0;0.23662149383296732;0.0;0.044060554024069776
Darklg;4.463593812963021;0.1934223985617309;0.26781562877778126;0.0;0.0;0.41660208920988195;0.431480735253092;0.0;0.05951458417284028;0.0;0.10415052230247049;0.07439323021605035;0.10415052230247049;0.02975729208642014;0.01487864604321007;0.0;0.25293698273457116;0.0;2.514491181302502
djui;4.581104640065154;0.03054069760043436;0.44284011520629823;0.5650029056080357;0.0;0.3054069760043436;0.2901366272041264;0.0;0.0;0.0;0.12216279040173744;0.1527034880021718;0.01527034880021718;0.01527034880021718;0.01527034880021718;0.01527034880021718;0.47338081280673255;0.0;2.137848832030405
verbitan;1.7902538085370518;0.03580507617074104;0.04774010156098805;0.0;0.0;0.03580507617074104;0.07161015234148208;0.0;0.0;0.01790253808537052;0.16112284276833466;0.471433502914757;0.005967512695123506;0.011935025390247012;0.2685380712805578;0.005967512695123506;0.5072385790854981;0.0;0.14918781737808764
pack3754;0.8474424816287273;0.005199033629624094;0.010398067259248188;0.005199033629624094;0.0;0.015597100888872282;0.015597100888872282;0.0;0.0;0.11957777348135416;0.005199033629624094;0.005199033629624094;0.031194201777744564;0.0;0.0;0.0;0.5978888674067708;0.0;0.036393235407368656
skogler;0.26533078544729155;0.052318746426226505;0.003737053316159036;0.001868526658079518;0.0;0.007474106632318072;0.001868526658079518;0.0;0.0;0.014948213264636145;0.003737053316159036;0.014948213264636145;0.0;0.0;0.0205537932388747;0.0;0.14013949935596384;0.0;0.003737053316159036
dwbutler;8.876277634348728;0.0;1.3018540530378135;0.0;0.0;0.739689802862394;0.739689802862394;0.0;0.029587592114495763;0.0;0.0;0.0;0.17752555268697456;0.059175184228991526;0.059175184228991526;0.0;0.029587592114495763;0.0;5.739992870212178
mgmillani;0.4651394408905482;0.0;0.0;0.0;0.0;0.058142430111318526;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.40699701077922973;0.0;0.0
olgabot;0.08226004019969822;0.0019585723857071004;0.0019585723857071004;0.0;0.0;0.013710006699949703;0.005875717157121301;0.0;0.0;0.0019585723857071004;0.0;0.0;0.005875717157121301;0.0;0.003917144771414201;0.0;0.03525430294272781;0.0;0.011751434314242602
liewegas;43.41803087839433;3.9076227790554903;2.4603550831090124;8.104699097300276;0.0;0.28945353918929556;0.14472676959464778;0.0;0.0;0.0;0.0;3.0392621614876036;0.0;0.0;5.354890475001968;6.51270463175915;13.314862802707596;0.0;0.28945353918929556
3d0c;8.809407849413505;0.029364692831378353;0.0;0.029364692831378353;0.0;0.0;0.0;0.0;0.0;0.0;1.761881569882701;4.316609846212618;0.0;0.0;0.9983995562668639;0.6753879351217021;0.9983995562668639;0.0;0.0
koenongena;0.9644111451400077;0.022502926719933515;0.03214703817133359;0.006429407634266718;0.0;0.012858815268533436;0.03857644580560031;0.0;0.0;0.04179114962273367;0.10929992978253421;0.27967923209060225;0.003214703817133359;0.0;0.07393818779406726;0.0;0.31825567789620257;0.0;0.025717630537066872
caseyli;0.6804184699593671;0.004536123133062447;0.03175286193143713;0.0;0.0;0.027216738798374683;0.04082510819756202;0.0;0.013608369399187342;0.013608369399187342;0.0771140932620616;0.22227003352005992;0.015876430965718565;0.0;0.06577378542940548;0.0;0.08845440109471772;0.0;0.07938215482859283
jaberg;49.892592335943455;0.33261728223962306;0.0;0.16630864111981153;0.0;0.16630864111981153;0.6652345644792461;0.0;0.0;0.0;1.1641604878386806;17.62871595870002;0.16630864111981153;0.0;7.483888850391518;6.652345644792461;14.801469059663226;0.0;0.6652345644792461
bstrie;172.8795245813074;61.08409868539528;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1525301638753827;15.559157212317666;45.52494147307762;0.0;0.0;14.406627048442283;0.0;35.15216999819917;0.0;0.0
danielwestendorf;1.3917678969297074;0.0;0.1113414317543766;0.0;0.0;0.35722042687862493;0.1484552423391688;0.0;0.00927845264619805;0.0;0.0;0.0;0.0371138105847922;0.02783535793859415;0.0;0.0;0.0;0.0;0.7005231747879528
markmurray406;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
richardanaya;0.8893486601869794;0.0029644955339565983;0.0;0.0;0.0;0.041502937475392375;0.06818339728100176;0.0;0.02668045980560938;0.0;0.02668045980560938;0.12450881242617712;0.0;0.0;0.023715964271652786;0.0;0.0;0.0;0.5751121335875801
fsp;1.293571404790887;0.0;0.03404135275765492;0.01702067637882746;0.0;0.0;0.0;0.0;0.0;0.01702067637882746;0.3574342039553767;0.5276409677436513;0.0;0.0;0.06808270551530984;0.01702067637882746;0.2553101456824119;0.0;0.0
himanshu-shekhar;1.3745971997991349;0.0;0.21077157063586735;0.0;0.0;0.3573952719477751;0.1649516639758962;0.0;0.06414786932395963;0.0;0.0;0.0;0.009163981331994232;0.02290995332998558;0.0;0.0;0.0;0.0;0.5452568892536569
RayHightower;1.3916236817627232;0.0;0.4592358149816987;0.0;0.0;0.08813616651163914;0.2319372802937872;0.0;0.2829634819584204;0.0;0.0;0.0;0.0417487104528817;0.004638745605875744;0.0;0.0;0.013916236817627234;0.0;0.26904724514079315
x0xMaximus;2.294613297903749;0.0076487109930124956;0.3518407056785748;0.0;0.0;0.4053816826296623;0.11473066489518743;0.0;0.0;0.0;0.0;0.0;0.030594843972049982;0.022946132979037488;0.0;0.0;0.1453255088672374;0.0;1.2161450478889868
luksen;0.8346664543075987;0.005564443028717324;0.022257772114869297;0.022257772114869297;0.005564443028717324;0.0;0.0;0.0;0.0;0.002782221514358662;0.15302218328972642;0.38116434746713673;0.002782221514358662;0.0;0.09181330997383585;0.0;0.14745774026100908;0.0;0.0
plus3network;0.4485704166015302;0.004508245392980202;0.029303595054371318;0.0;0.0;0.0;0.01577885887543071;0.0;0.0;0.002254122696490101;0.020287104268410912;0.004508245392980202;0.0;0.002254122696490101;0.004508245392980202;0.0;0.3178313002051043;0.0;0.04733657662629213
sverweij;47.024673439767774;0.0;4.274970312706161;11.399920833883098;0.0;0.0;0.0;0.0;0.0;1.4249901042353872;7.1249505211769355;8.549940625412322;0.0;0.0;7.1249505211769355;0.0;7.1249505211769355;0.0;0.0
gregchapple;0.15925226457024183;0.005587798756850591;0.05029018881165532;0.0;0.0;0.011175597513701181;0.011175597513701181;0.0;0.0027938993784252953;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0027938993784252953;0.0;0.07543528321748298
fs-build-system;1.2309010488129126;0.006248228674177222;0.2561773756412661;0.05623405806759499;0.0;0.0;0.0;0.0;0.0;0.012496457348354443;0.024992914696708887;0.1749504028769622;0.0;0.024992914696708887;0.0;0.0;0.6748086968111399;0.0;0.0
mozowski;0.02150352919482944;0.0;0.0;0.0;0.0;0.0023892810216477153;0.0023892810216477153;0.0;0.0;0.0;0.0;0.0;0.0023892810216477153;0.0;0.0023892810216477153;0.0;0.009557124086590861;0.0;0.0023892810216477153
deepinit-arek;2.2418693315389153;0.0;0.7622355727232313;0.0;0.0;0.2466056264692807;0.2017682398385024;0.0;0.01494579554359277;0.0;0.052310284402574694;0.03736448885898192;0.022418693315389156;0.022418693315389156;0.05978318217437108;0.0;0.02989159108718554;0.0;0.7921271638104168
MWisBest;1.571333827204202;0.11523114732830814;0.01571333827204202;0.04714001481612606;0.0;0.010475558848028014;0.0;0.0;0.0;0.0;0.0;0.052377794240140066;0.0;0.0;0.3037912065928124;0.026188897120070033;1.0004158699866752;0.0;0.0
sbourdeauducq;1.0123071080440218;0.0;0.10123071080440219;0.0;0.0;0.20583577863561778;0.05061535540220109;0.0;0.0;0.07423585458989493;0.0033743570268134062;0.0033743570268134062;0.023620499187693843;0.0067487140536268125;0.016871785134067032;0.0;0.30706648944001996;0.0;0.2193332067428714
pagliaccio;14.833696068326567;0.2966739213665313;0.14833696068326566;0.04944565356108856;0.0;0.0;0.0;0.0;0.0;0.5439021891719741;2.0767174495657192;6.427934962941513;0.04944565356108856;0.0;1.9778261424435422;0.445010882049797;2.8184022529820476;0.0;0.0
sagikazarmark;0.026858061440146973;0.0;0.0;0.0;0.0;0.006714515360036743;0.006714515360036743;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006714515360036743;0.0;0.006714515360036743;0.0;0.0
huangyingw;1.0275649450183377;0.0;0.1335834428523839;0.0;0.0;0.14043387581917283;0.14728430878596174;0.0;0.09933127801843931;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.50693203954238
koturn;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
