eventsPerDay;commitCommentEventsPerDay;createEventsPerDay;deleteEventsPerDay;downloadEventsPerDay;followEventsPerDay;forkEventsPerDay;forkApplyEventsPerDay;gistEventsPerDay;gollumEventsPerDay;issueEventsPerDay;issueCommentEventsPerDay;memberEventsPerDay;publicEventsPerDay;pullRequestEventsPerDay;pullRequestReviewEventsPerDay;pushDatesEventsPerDay;teamAddEventsPerDay;watchDatesEventsPerDay
grpaul;3.933289468253255;0.05244385957671007;0.39332894682532554;0.0;0.0;0.6424372798146983;0.3671070170369705;0.0;0.013110964894177518;0.013110964894177518;0.17044254362430772;0.3277741223544379;0.03933289468253255;0.0;0.10488771915342014;0.05244385957671007;0.4326618415078581;0.0;1.3242074543119293
mclark4386;44.13778071424193;0.0;1.9126371642838167;0.588503742856559;0.0;0.14712593571413976;0.14712593571413976;0.0;0.0;0.0;5.88503742856559;21.921764421406824;0.0;0.0;3.531022457139354;0.14712593571413976;8.386178335705965;0.0;1.4712593571413974
ga2arch;0.8829022304317597;0.06474616356499571;0.18540946839066955;0.0;0.0;0.017658044608635196;0.1000622527822661;0.0;0.07651819330408584;0.15892240147771675;0.02354405947818026;0.07946120073885837;0.014715037173862662;0.0029430074347725323;0.014715037173862662;0.0;0.029430074347725325;0.0;0.11477728995612876
mkscrg;0.7746705446020601;0.005164470297347067;0.03615129208142947;0.0;0.0;0.033569056932755935;0.02065788118938827;0.0;0.015493410892041202;0.007746705446020601;0.038733527230103;0.25047680942133277;0.007746705446020601;0.0025822351486735336;0.17559199010980028;0.02065788118938827;0.09812493564959428;0.0;0.06197364356816481
scottschecter;0.7771941259116252;0.010362588345488337;0.028497117950092923;0.002590647086372084;0.0;0.0;0.0;0.0;0.0;0.002590647086372084;0.023315823777348758;0.1632107664414413;0.002590647086372084;0.0;0.020725176690976673;0.002590647086372084;0.5207200643607889;0.0;0.0
fserb;0.8815107107462379;0.02644532132238714;0.011753476143283172;0.0;0.0;0.02644532132238714;0.02056858325074555;0.0;0.002938369035820793;0.008815107107462378;0.04995227360895348;0.48189252187461007;0.002938369035820793;0.002938369035820793;0.16161029697014362;0.002938369035820793;0.07639759493134061;0.0;0.005876738071641586
patrickkettner;19.02618522784077;0.0;1.839197905357941;0.1902618522784077;0.0;0.5707855568352231;0.4439443219829513;0.0;0.5073649394090872;0.0;1.6489360530795334;5.581014333499959;0.0634206174261359;0.0;1.6489360530795334;2.7905071667499795;1.902618522784077;0.0;1.839197905357941
silas;4.263688752037055;0.0;0.7674639753666699;0.0;0.0;0.4263688752037055;0.5116426502444466;0.0;0.08527377504074109;0.0;0.014212295840123516;0.0;0.17054755008148217;0.014212295840123516;0.2558213251222233;0.0;0.15633525424135866;0.0;1.8618107550561807
yarvin;45.27637453623158;1.207369987632842;0.45276374536231584;0.0;0.0;0.0;0.0;0.0;0.0;0.15092124845410526;1.8110549814492634;11.470014882512;0.0;0.0;7.395141174251158;5.885928689710106;15.544888590772842;0.0;1.3582912360869475
Coreh;5.858155345532851;0.0;0.21479902933620454;0.0;0.0;0.4881796121277376;0.44912524315751856;0.0;0.6248699035235041;0.0;0.0;0.0;0.07810873794043802;0.05858155345532851;0.0;0.0;0.0;0.0;3.9444912659921196
psobot;9.483212482132084;0.0;0.9483212482132084;0.0;0.0;1.2012069144033972;1.1379854978558501;0.0;0.15805354136886807;0.0;0.0;0.0;0.03161070827377361;0.28449637446396253;0.0;0.0;0.0;0.0;5.7215381975530235
baz;0.8816283648688376;0.002938761216229458;0.038203895810982956;0.0;0.0;0.008816283648688375;0.049958940675900794;0.0;0.0;0.02057132851360621;0.17926443418999696;0.3702839132449118;0.005877522432458916;0.0;0.05289770189213025;0.002938761216229458;0.05289770189213025;0.0;0.09697912013557212
lfborjas;1.286870106995405;0.04718523725649818;0.1544244128394486;0.0;0.0;0.10294960855963241;0.20160965009594678;0.0;0.08150177344304231;0.0;0.012868701069954051;0.004289567023318017;0.042895670233180166;0.017158268093272068;0.0;0.0;0.030026969163226117;0.0;0.5919602492178863
kayluhb;1.259427974810663;0.0;0.16792372997475508;0.0;0.0;0.13433898397980407;0.15952754347601733;0.0;0.09655614473548417;0.0;0.004198093249368877;0.004198093249368877;0.04617902574305764;0.004198093249368877;0.008396186498737754;0.0;0.14693326372791068;0.0;0.4869788169267897
ryanAbbott;3.5374389187883457;0.0;0.6367390053819022;0.0;0.0;0.3773268180040902;0.7664450990708082;0.0;0.0;0.0;0.0;0.0;0.1886634090020451;0.023582926125255636;0.0;0.0;0.0;0.0;1.5446816612042442
abevoelker;4.164913209282551;0.09718130821659285;0.2360117485260112;0.0;0.0;0.4442574089901387;0.4720234970520224;0.0;0.08329826418565102;0.0;0.09718130821659285;0.2776608806188367;0.08329826418565102;0.0;0.02776608806188367;0.0;0.7774504657327428;0.0;1.5687839754964275
treasonx;37.607239393583264;1.0028597171622204;1.5042895757433306;0.0;0.0;1.629647040388608;1.7550045050338856;0.0;0.12535746464527756;0.0;2.005719434324441;10.279312100912758;0.12535746464527756;0.0;0.8775022525169428;0.12535746464527756;3.6353664747130487;0.0;14.541465898852195
jeffremer;3.306549685565239;0.0;0.4959824528347859;0.02204366457043493;0.0;0.17634931656347944;0.5070042851200034;0.0;0.4408732914086986;0.0;0.0;0.12124015513739211;0.09919649056695717;0.04408732914086986;0.07715282599652225;0.033065496855652396;0.11021832285217464;0.0;1.1793360545182687
quandyfactory;7.695518726059129;0.0;0.8465070598665042;0.0;0.0;0.7952036016927767;0.8208553307796405;0.0;0.20521383269491011;0.0;0.05130345817372753;0.025651729086863764;0.23086556178177386;0.05130345817372753;0.0;0.0;0.0;0.0;4.668614693809205
michaelnovakjr;1.7356860808154724;0.0;0.1446405067346227;0.0;0.0;0.1446405067346227;0.37027969724063414;0.0;0.0;0.0;0.023142481077539634;0.023142481077539634;0.028928101346924542;0.011571240538769817;0.04628496215507927;0.0;0.028928101346924542;0.0;0.9141280025628155
ryanharkins;0.9122928291038308;0.10339318729843415;0.015204880485063845;0.0;0.0;0.0060819521940255385;0.009122928291038307;0.0;0.0;0.0;0.09427025900739584;0.46831031893996644;0.0060819521940255385;0.0;0.08514733071635754;0.03345073706714046;0.08514733071635754;0.0;0.0060819521940255385
CrociDB;3.5945248397336997;0.011981749465778999;0.694941469015182;0.0;0.0;0.263598488247138;0.43134298076804395;0.0;0.023963498931557997;0.0;0.047926997863115994;0.299543736644475;0.05990874732889499;0.0;0.35945248397337;0.0;0.203689740918243;0.0;1.1981749465779
crakalakin;0.9893658062123241;0.08904292255910917;0.01978731612424648;0.0;0.0;0.006595772041415494;0.0;0.0;0.0;0.00989365806212324;0.07255349245557043;0.46829981494050005;0.006595772041415494;0.006595772041415494;0.12861755480760212;0.006595772041415494;0.17478795909751058;0.0;0.0
oliyoung;1.394596658918728;0.0;0.11621638824322733;0.004648655529729094;0.0;0.12551369930268552;0.05578386635674912;0.0;0.0;0.0;0.05113521082702003;0.23708143201618376;0.032540588708103654;0.018594622118916375;0.09297311059458187;0.0;0.1534056324810601;0.0;0.5067034527404711
fredwu;20.29104180252088;0.0;1.5556465381932676;0.0;0.0;1.2850993141596558;3.0436562703781322;0.0;3.0436562703781322;0.0;0.0;0.47345764205882057;0.40582083605041763;0.0;0.06763680600840294;0.0;0.0;0.0;10.416068125294052
gselva;47.56443310792832;0.0;1.902577324317133;0.9512886621585664;0.0;0.0;0.15854811035976107;0.0;0.0;0.6341924414390443;4.43934709007331;22.35528356072631;0.0;0.0;5.7077319729513984;3.3295103175549823;8.085953628347815;0.0;0.0
nodemaker;10.440044660191047;0.0;1.218005210355622;0.0;0.0;0.8700037216825872;0.8004034239479803;0.0;0.0;0.06960029773460698;0.03480014886730349;0.13920059546921396;0.06960029773460698;0.03480014886730349;0.13920059546921396;0.0;0.5568023818768558;0.0;6.507627838185752
razh;0.8840128727553508;0.09429470642723742;0.011786838303404677;0.0;0.0;0.0;0.005893419151702339;0.0;0.0;0.005893419151702339;0.11786838303404676;0.436113017225973;0.005893419151702339;0.0;0.09429470642723742;0.0029467095758511693;0.10018812557893975;0.0;0.008840128727553508
cskau;3.263954981598698;0.0;0.5113529471171293;0.0;0.0;0.8268685953383368;0.19583729889592189;0.0;0.9139073948476354;0.0;0.0;0.0;0.06527909963197397;0.0;0.0;0.0;0.0;0.0;0.7507096457677005
zen4ever;17.798249426809846;0.11865499617873232;2.7883924102002093;0.0;0.0;1.6018424484128864;1.6018424484128864;0.0;0.35596498853619696;0.0;0.0;0.9492399694298586;0.17798249426809848;0.05932749808936616;0.35596498853619696;0.0;0.4152924866255631;0.0;9.373744698119854
derickbailey;34.19308539828612;0.0;2.7354468318628897;0.0;0.0;2.7354468318628897;4.673055004432436;0.0;1.139769513276204;0.0;1.8236312212419266;4.217147199121955;0.11397695132762041;0.22795390265524082;1.5956773185866857;0.22795390265524082;1.9376081725695469;0.0;12.765418548693486
cshoe;1.0119401915237358;0.003373133971745786;0.1011940191523736;0.003373133971745786;0.0;0.0505970095761868;0.08432834929364466;0.0;0.006746267943491572;0.04722387560444101;0.03710447368920365;0.04722387560444101;0.04385074163269522;0.003373133971745786;0.0;0.0;0.3710447368920365;0.0;0.21250744021998455
bertjwregeer;8.362212863483649;0.02787404287827883;0.4459846860524613;0.0;0.0;0.5296068146872978;0.5853549004438554;0.0;0.02787404287827883;0.4738587289307401;0.25086638590450944;1.7003166155750087;0.2787404287827883;0.05574808575655766;0.3623625574176248;0.08362212863483649;0.33448851453934597;0.0;3.205514931002065
infynyxx;204.5664406859921;6.818881356199737;3.4094406780998683;6.818881356199737;0.0;0.6818881356199736;0.0;0.0;0.0;3.4094406780998683;30.00307796727884;93.4186745799364;0.6818881356199736;0.0;11.592098305539553;0.6818881356199736;41.59517627281839;0.0;5.455105084959789
johl;3.9365953006893597;0.0;0.5248793734252479;0.0;0.0;0.5642453264321415;0.30180563971951757;0.0;0.0;0.0;0.0;0.0;0.0787319060137872;0.0393659530068936;0.0262439686712624;0.0;1.7452239166389496;0.0;0.6560992167815599
mythz;11.974017490750395;0.03991339163583465;0.9978347908958662;0.0;0.0;0.678527657809189;0.27939374145084256;0.0;0.0;0.19956695817917325;2.035582973427567;3.5922052472251185;0.0;0.0;2.3548901065142442;0.0;0.03991339163583465;0.0;1.7561892319767245
jonsmock;22.91829874073144;0.2291829874073144;0.0;0.07639432913577147;0.0;0.07639432913577147;0.07639432913577147;0.0;0.0;0.0;2.5210128614804583;10.618811749872235;0.07639432913577147;0.0;3.0557731654308586;3.208561823702402;2.8265901780235443;0.0;0.15278865827154295
reubenPeterPaul;3.125966688917471;0.0;0.8961104508230083;0.0;0.0;0.2292375571872812;0.3125966688917471;0.0;1.010729229416649;0.0;0.0;0.0;0.052099444815291183;0.010419888963058236;0.0;0.0;0.0;0.0;0.6147734488204359
blackthought286;140.16189997242185;0.0;0.9344126664828123;0.46720633324140615;0.0;0.0;0.46720633324140615;0.0;0.46720633324140615;0.0;22.8931103288289;63.07285498758983;0.0;0.0;14.950602663724997;0.0;35.974887659588276;0.0;0.9344126664828123
nhocki;27.60712672864069;0.0;3.4048789631990184;0.0;0.0;3.220831451674747;3.3128552074368827;0.0;0.736190046097085;0.0;0.0;0.0;2.2085701382912553;0.2760712672864069;0.0;0.0;0.6441662903349494;0.0;13.803563364320345
