eventsPerDay;commitCommentEventsPerDay;createEventsPerDay;deleteEventsPerDay;downloadEventsPerDay;followEventsPerDay;forkEventsPerDay;forkApplyEventsPerDay;gistEventsPerDay;gollumEventsPerDay;issueEventsPerDay;issueCommentEventsPerDay;memberEventsPerDay;publicEventsPerDay;pullRequestEventsPerDay;pullRequestReviewEventsPerDay;pushDatesEventsPerDay;teamAddEventsPerDay;watchDatesEventsPerDay
glisk;0.5947725004364419;0.0;0.1883446251382066;0.0;0.0;0.08921587506546629;0.05551210004073458;0.0;0.0;0.01586060001163845;0.001982575001454806;0.001982575001454806;0.01586060001163845;0.0;0.0;0.0;0.0;0.0;0.2260135501658479
kshvakov;0.6332971207263683;0.008443961609684912;0.037997827243582104;0.0;0.0;0.004221980804842456;0.012665942414527367;0.0;0.0;0.002110990402421228;0.04010881764600333;0.18787814581548928;0.004221980804842456;0.0;0.15199130897432842;0.018998913621791052;0.1139934817307463;0.0;0.05066376965810947
draco003;155.69718339470316;0.0;1.0379812226313545;0.5189906113156773;0.0;0.0;0.0;0.0;0.0;0.0;36.848333403413086;68.50676069366939;0.0;0.0;23.354577509205473;2.075962445262709;23.354577509205473;0.0;0.0
vonpupp;8.102481384924133;0.0;2.889885027289607;0.0;0.0;0.5401654256616089;0.5671736969446892;0.0;0.0;0.02700827128308044;0.8642646810585741;0.0;0.13504135641540221;0.02700827128308044;0.0;0.0;1.0263143087570568;0.0;2.025620346231033
andrem;3.883146649160547;0.0;1.2814383942229806;0.0;0.0;0.4142023092437917;0.42714613140766017;0.0;0.0;0.0;0.0;0.0;0.05177528865547396;0.0;0.0;0.0;0.0;0.0;1.7085845256306407
ermac;0.08770074991321751;0.0;0.0;0.0;0.0;0.0016240879613558796;0.0;0.0;0.0;0.004872263884067639;0.0;0.0;0.008120439806779399;0.0;0.0;0.0;0.07308395826101459;0.0;0.0
Elnya;0.8023311930921762;0.008023311930921762;0.04813987158553057;0.002674437310307254;0.0;0.0;0.0;0.0;0.0;0.008023311930921762;0.0;0.045465434275223315;0.002674437310307254;0.0;0.018721061172150777;0.002674437310307254;0.663260452956199;0.0;0.002674437310307254
jamesmcq;0.8919728022626376;0.0;0.11000997894572531;0.0;0.0;0.035678912090505506;0.1456888910362308;0.0;0.005946485348417584;0.005946485348417584;0.008919728022626376;0.28840453939825283;0.008919728022626376;0.002973242674208792;0.056491610809967056;0.11298322161993411;0.047571882787340675;0.0;0.06243809615838464
ilikenwf;7.1288344300700395;0.19010225146853438;0.4990184101049028;0.023762781433566797;0.0;0.8079345687412711;0.33267894006993515;0.0;0.3089161586363684;0.0;0.6178323172727368;2.138650329021012;0.047525562867133594;0.0;0.0;0.0;0.8792229130419715;0.0;1.2831901974126072
damentz;1.406548372620277;0.004688494575400924;0.39383354433367757;0.03750795660320739;0.0;0.01406548372620277;0.05157344032941016;0.0;0.0;0.0;0.0;0.05157344032941016;0.004688494575400924;0.0;0.06095042948021201;0.0;0.6329467676791247;0.0;0.15472032098823046
emoosx;14.043459957447016;0.0;1.3107229293617215;0.046811533191490055;0.0;3.464053456170264;0.8894191306383111;0.0;0.046811533191490055;0.0;0.795796064255331;3.229995790212814;0.09362306638298011;0.0;0.23405766595745028;0.0;0.23405766595745028;0.0;3.6512995889362245
hbrns;0.8677054493509082;0.005784702995672721;0.023138811982690886;0.0;0.0;0.0028923514978363607;0.0;0.0;0.0;0.0;0.03760056947187269;0.22271106533339977;0.0028923514978363607;0.0;0.04049292096970905;0.10412465392210898;0.42806802167978136;0.0;0.0
udp;12.474492742463328;0.16632656989951103;0.8316328494975551;0.04158164247487776;0.0;0.33265313979902206;0.6653062795980441;0.0;0.0;0.0;0.7484695645477997;2.0790821237438877;0.45739806722365534;0.0;0.5405613521734108;1.1642859892965771;3.576021252839487;0.0;1.8711739113694992
AndreMploy;24.83317605016455;0.0;3.0627583795202944;0.0;0.0;2.317763098015358;3.4766446470230368;0.0;0.0;0.0;0.0;0.0;0.4138862675027425;0.0;0.0;0.0;0.0;0.0;15.562123658103118
jubic;2.3001770035899445;0.0;0.39103009061029054;0.0;0.0;0.6287150476479182;0.1916814169658287;0.0;0.0;0.0;0.0;0.0;0.023001770035899444;0.015334513357266296;0.0;0.0;0.18401416028719556;0.0;0.8664000046855457
andrebras;8.943778415129339;0.0;0.5962518943419559;0.0;0.0;1.1328785992497163;0.8645652467958361;0.0;1.5502549252890854;0.0;0.0;0.11925037886839118;0.41737632603936914;0.11925037886839118;0.05962518943419559;0.0;0.05962518943419559;0.0;4.024700286808202
lidashuang;90.75693807379604;0.0;1.8151387614759207;0.0;0.0;4.537846903689802;4.2353237767771486;0.0;0.0;0.0;2.420185015301228;16.033725726370633;0.605046253825307;0.0;9.378216934292258;0.3025231269126535;21.781665137711048;0.0;29.647266437440038
elikatz;1.2336825022888809;0.0;0.14804190027466568;0.0;0.0;0.12336825022888807;0.07813322514496245;0.0;0.004112275007629603;0.0;0.024673650045777616;0.020561375038148012;0.02878592505340722;0.016449100030518412;0.004112275007629603;0.0;0.0;0.0;0.7854445264572542
sytgvn;0.6364471164746841;0.0;0.04030831737672999;0.0;0.0;0.05728024048272157;0.07849514436521103;0.0;0.0721306732004642;0.006364471164746841;0.0;0.0;0.010607451941244735;0.025457884658987365;0.0;0.0;0.0;0.0;0.34580293328457834
komick;3.132347103213375;0.07308809907497875;0.292352396299915;0.0;0.0;0.0626469420642675;0.1879408261928025;0.0;0.0;0.0208823140214225;0.03132347103213375;0.208823140214225;0.01044115701071125;0.0;0.17749966918209126;0.01044115701071125;0.08352925608569;0.0;1.9733786750244262
mastersrp;1.378161583490645;0.027563231669812904;0.07350195111950107;0.0;0.0;0.04593871944968817;0.05053259139465699;0.0;0.0;0.0;0.21131810946856558;0.4318239628270688;0.013781615834906452;0.0;0.13781615834906452;0.0;0.33075878003775483;0.0;0.05512646333962581
shakeel;17.197851595545277;0.0;1.662458987569377;0.5159355478663583;0.0;0.34395703191090554;2.0637421914654333;0.0;0.2293046879406037;0.0;0.4012832038960565;2.9809609432278483;0.4012832038960565;0.05732617198515093;0.8598925797772639;0.11465234397030186;0.4586093758812074;0.0;7.108445326158715
mampersat;0.9049218637326624;0.006032812424884415;0.0392132807617487;0.0030164062124422076;0.0;0.01508203106221104;0.01206562484976883;0.0;0.0;0.006032812424884415;0.14478749819722597;0.38911640140504483;0.006032812424884415;0.0;0.05127890561151753;0.009049218637326623;0.159869529259437;0.0;0.06334453046128637
jzorrof;2.5335482548573607;0.0;0.2617999863352606;0.0;0.0;0.1435677344419171;0.25335482548573607;0.0;0.0;0.0;0.0;0.0;0.025335482548573606;0.01689032169904907;0.0;0.0;0.0;0.0;1.8325999043468242
jmsalcido;1.3946494103194156;0.004648831367731385;0.19989974881244957;0.0;0.0;0.2835787134316145;0.07903013325143356;0.0;0.00929766273546277;0.0;0.00929766273546277;0.08367896461916494;0.07438130188370216;0.023244156838656927;0.01859532547092554;0.0;0.12551844692874742;0.0;0.4834784622440641
jamesbowe;112.54738322991885;2.250947664598377;4.126737385097025;4.126737385097025;0.0;0.0;0.0;0.0;0.0;0.3751579440997295;9.003790658393507;59.65011311185699;0.0;0.3751579440997295;15.756633652188638;0.0;15.00631776398918;0.0;1.8757897204986476
anujbheda;0.9824883579678138;0.006549922386452091;0.009824883579678137;0.0032749611932260457;0.0;0.0;0.006549922386452091;0.0;0.0;0.0032749611932260457;0.24889705068517948;0.5108939461432631;0.0032749611932260457;0.0;0.12444852534258974;0.009824883579678137;0.05567434028484278;0.0;0.0
changyang;0.03650519455782219;0.003318654050711108;0.001659327025355554;0.0;0.0;0.0;0.0;0.0;0.0;0.003318654050711108;0.0;0.0;0.00829663512677777;0.0;0.0;0.0;0.019911924304266648;0.0;0.0
kongove;78.17471687301132;0.0;0.7817471687301133;0.0;0.0;0.5211647791534089;0.26058238957670443;0.0;0.0;0.0;1.0423295583068177;22.41008550359658;0.0;0.0;14.592613816295447;31.26988674920453;5.472230181110793;0.0;1.824076727036931
vmisev;0.5181870976490599;0.012091032278478065;0.006909161301987466;0.0;0.012091032278478065;0.0;0.0;0.0;0.0;0.02936393553344673;0.006909161301987466;0.10191012920431512;0.010363741952981198;0.0;0.10018283887881825;0.0;0.23836606491856757;0.0;0.0
avshabanov;0.8754385678716681;0.02626315703615004;0.023345028476577816;0.029181285595722268;0.0;0.01750877135743336;0.011672514238288908;0.0;0.0;0.014590642797861134;0.03501754271486672;0.14882455653818358;0.002918128559572227;0.0;0.08462572822759458;0.014590642797861134;0.33266665579123383;0.0;0.13423391374032242
ondrej-kvasnovsky;1.912532340390617;0.012750215602604113;0.03825064680781234;0.0063751078013020565;0.0;0.1020017248208329;0.08925150921822879;0.0;0.0;0.0;0.12112704822473908;0.10837683262213496;0.012750215602604113;0.0;0.05100086241041645;0.0;0.3060051744624987;0.0;1.0646430028174434
pavelkarkh;0.6949743221466599;0.0023165810738221995;0.011582905369110998;0.0;0.009266324295288798;0.0;0.0023165810738221995;0.0;0.0;0.023165810738221996;0.09266324295288798;0.13899486442933198;0.004633162147644399;0.0;0.025482391812044196;0.0;0.38455245825448514;0.0;0.0
yambrosov;0.019911924304266648;0.0;0.0;0.0;0.0;0.001659327025355554;0.003318654050711108;0.0;0.0;0.003318654050711108;0.0;0.0;0.00829663512677777;0.0;0.0;0.0;0.0;0.0;0.003318654050711108
AHinMaine;13.095565291901767;0.04365188430633922;2.4445055211549964;0.2182594215316961;0.0;0.26191130583803535;0.48017072736973143;0.0;0.08730376861267844;0.34921507445071376;2.0516385623979434;2.750068711299371;0.08730376861267844;0.13095565291901767;0.17460753722535688;0.0;2.5318092897676747;0.0;1.4841640664155336
mike820324;1.8194841481655362;0.02425978864220715;0.06671441876606966;0.0;0.0;0.0;0.012129894321103575;0.0;0.0;0.0;0.3153772523486929;0.7520534479084215;0.012129894321103575;0.0;0.24259788642207147;0.006064947160551787;0.369961776793659;0.0;0.01819484148165536
aalexgabi;1.44562863540465;0.0;0.0240938105900775;0.0;0.0;0.009637524236031;0.0;0.0;0.0;0.0240938105900775;0.3614071588511625;0.751726890410418;0.0048187621180155;0.0;0.0819189560062635;0.0;0.1782941983665735;0.0;0.009637524236031
Hukkinen;9.705102667405532;0.0;0.25880273779748086;0.0;0.0;0.09705102667405532;0.16175171112342554;0.0;0.06470068444937022;2.0057212179304766;0.19410205334811065;0.16175171112342554;0.03235034222468511;0.0;0.16175171112342554;0.0;0.6793571867183873;0.0;5.887762284892689
willianpaixao;5.65179081309253;0.018839302710308436;0.1695537243927759;0.0;0.0;0.11303581626185061;0.11303581626185061;0.0;0.0;0.0;0.018839302710308436;1.4506263086937494;0.13187511897215906;0.0;1.3375904924318989;0.1507144216824675;1.639019335796834;0.0;0.5086611731783277
zapoutix;1.1409627824279054;0.0;0.019016046373798424;0.0;0.0;0.03803209274759685;0.07226097622043401;0.0;0.0038032092747596847;0.0;0.0;0.0;0.060851348396154956;0.0;0.0;0.0;0.0;0.0;0.9469991094151615
vtomasr5;3.304535934533471;0.011015119781778238;0.19827215607200827;0.022030239563556476;0.0;0.04406047912711295;0.04406047912711295;0.0;0.0;0.0;0.37451407258046004;1.0794817386142672;0.03304535934533471;0.0;0.07710583847244766;0.0;1.0464363792689326;0.0;0.37451407258046004
awankgenetika;0.41868724637435867;0.0;0.06311094522554672;0.0;0.0;0.08004315004215681;0.046178740408936624;0.0;0.03078582693929108;0.029246535592326525;0.0;0.0;0.00769645673482277;0.0;0.001539291346964554;0.0;0.001539291346964554;0.0;0.15854700873734906
valtoni;0.8763296070391987;0.008763296070391988;0.1781870200979704;0.020447690830914637;0.008763296070391988;0.0;0.029210986901306624;0.0;0.0058421973802613245;0.0058421973802613245;0.1402127371262718;0.1694237240275784;0.0058421973802613245;0.0;0.008763296070391988;0.0;0.29210986901306624;0.0;0.0029210986901306623
cacoco;21.21802254906054;0.2121802254906054;1.2730813529436322;0.707267418302018;0.0;0.14145348366040358;0.353633709151009;0.0;0.353633709151009;0.0;1.768168545755045;7.426307892171189;0.2121802254906054;0.0;3.182703382359081;2.121802254906054;2.333982480396659;0.0;1.060901127453027
gbackmania;0.7453532958806722;0.014907065917613444;0.03726766479403361;0.014907065917613444;0.0;0.0;0.0347831538077647;0.0;0.004969021972537815;0.02732962084895798;0.024845109862689074;0.11925652734090755;0.0024845109862689074;0.0024845109862689074;0.12422554931344537;0.0;0.28571876342092434;0.0;0.052174730711647056
ronaldoamaral;3.837630902522842;0.0;0.2558420601681895;0.0;0.0;0.3453867812270558;0.24304995715978;0.0;0.0;0.0;0.0;0.0;0.07675261805045684;0.012792103008409474;0.0;0.0;0.0;0.0;2.903807382908951
rrice;0.866590585897482;0.01733181171794964;0.08665905858974819;0.00577727057264988;0.0;0.01733181171794964;0.043329529294874096;0.0;0.0;0.00577727057264988;0.07510451744444843;0.21953628176069542;0.00577727057264988;0.00288863528632494;0.07510451744444843;0.060661341012823736;0.17909538775214628;0.0;0.0722158821581235
sunjun;10.474204241325342;0.034914014137751144;2.3392389472293265;0.0;0.0;0.1745700706887557;0.27931211310200915;0.0;0.0;0.0;0.5935382403417694;1.2569045089590412;0.034914014137751144;0.0;0.5237102120662671;0.0;4.678477894458653;0.0;0.5586242262040183
ahmdrefat;43.94605757069178;0.0;4.980553191345068;0.0;0.0;3.95514518136226;4.54109261563815;0.0;12.597869836931642;0.0;1.9043291613966435;2.3437897371035614;0.5859474342758904;0.1464868585689726;0.0;0.0;1.1718948685517807;0.0;11.718948685517807
yanzhengli;2.121274542274866;0.0;0.19798562394565414;0.0;0.0;0.6505241929642922;0.19091470880473793;0.0;0.0;0.0;0.0;0.007070915140916219;0.042425490845497314;0.021212745422748657;0.0;0.0;0.014141830281832439;0.0;0.996999034869187
malkia;18.38411306229533;0.0;2.941458089967253;0.0;0.0;1.838411306229533;1.7771309293552153;0.0;0.12256075374863554;0.0;0.0;0.0;0.30640188437158883;0.24512150749727107;0.0;0.0;0.0;0.0;11.153028591125834
tensaix2j;4.643756512366869;0.0;0.2167086372437872;0.0;0.0;0.1702710721201185;0.07739594187278113;0.0;0.0;0.0;0.0;0.0;0.06191675349822491;0.030958376749112455;0.0;0.015479188374556228;0.0;0.0;4.071026542508288
yulgon;0.03905449925188937;0.0;0.017183979670831323;0.0;0.0;0.0;0.0062487198803023;0.0;0.0;0.00312435994015115;0.0;0.0;0.00937307982045345;0.0;0.0;0.0;0.0;0.0;0.00312435994015115
Jkirsher;0.8249620794340454;0.00549974719622697;0.032998483177361815;0.0;0.0;0.057747345560383176;0.013749367990567423;0.0;0.0;0.14024355350378773;0.0;0.0;0.002749873598113485;0.0;0.00549974719622697;0.002749873598113485;0.5444749724264699;0.0;0.019249115186794393
brezelbaecker;1.2003733383373587;0.0;0.016004977844498117;0.0;0.0;0.0;0.020006222305622646;0.0;0.0;0.0;0.30809582350658876;0.7882451588415322;0.03601120015012076;0.0;0.012003733383373587;0.004001244461124529;0.016004977844498117;0.0;0.0
weh;1.1473225952437103;0.0;0.04589290380974841;0.0;0.0;0.03824408650812368;0.05354172111137315;0.0;0.007648817301624736;0.0;0.003824408650812368;0.39773849968448627;0.01912204325406184;0.003824408650812368;0.08796139896868446;0.026770860555686574;0.030595269206498944;0.0;0.4321581775417976
jimix;0.7727401137859818;0.01287900189643303;0.030909604551439273;0.010303201517146424;0.0;0.0;0.015454802275719636;0.0;0.0;0.002575800379286606;0.005151600758573212;0.05924340872359194;0.002575800379286606;0.0;0.028333804172152664;0.002575800379286606;0.5898582868566328;0.0;0.01287900189643303
ekline;0.04580572675959523;0.0;0.01431428961237351;0.0;0.0;0.005725715844949404;0.007157144806186755;0.0;0.005725715844949404;0.004294286883712054;0.0;0.0;0.007157144806186755;0.0;0.0;0.0;0.0;0.0;0.001431428961237351
juanchopx2;162.7333170097753;0.0;1.0848887800651685;0.0;0.0;0.0;0.5424443900325843;0.0;0.0;1.0848887800651685;18.443109261107868;74.85732582449664;0.0;0.0;38.513551692313484;11.933776580716854;15.730887310944945;0.0;0.5424443900325843
remixnine;0.8856750971295482;0.014761251618825803;0.035427003885181926;0.005904500647530321;0.0;0.0;0.011809001295060642;0.0;0.03247475356141677;0.09151976003671998;0.06494950712283354;0.3572222891755844;0.008856750971295482;0.0;0.08856750971295482;0.04723600518024257;0.07380625809412901;0.0;0.05314050582777289
kuntau;6.629949569411377;0.0;3.071876633827271;0.0;0.0;0.3314974784705688;0.9060931078195549;0.0;0.0;0.0;0.0;0.0;0.044199663796075844;0.022099831898037922;0.0;0.0;0.06629949569411377;0.0;2.187883357905754
pid;72.3812076938543;0.0;12.546076000268076;0.0;0.0;4.3428724616312575;4.5841431539441055;0.0;5.790496615508343;0.0;2.1714362308156288;4.5841431539441055;2.1714362308156288;0.24127069231284765;3.6190603846927147;0.0;4.5841431539441055;0.0;27.746129615977477
fsolisa;0.8800693326225777;0.0058671288841505185;0.04400346663112888;0.0;0.0;0.06747198216773095;0.008800693326225777;0.0;0.0;0.0;0.15254535098791347;0.36962911970148266;0.0029335644420752593;0.0;0.07627267549395673;0.008800693326225777;0.041069902189053625;0.0;0.10267475547263406
halan;14.161024838612393;0.0;1.1328819870889915;0.0;0.0;2.218560558049275;1.1328819870889915;0.0;0.09440683225741596;0.0;0.0;0.0;0.33042391290095585;0.0;0.0;0.0;0.04720341612870798;0.0;9.204666145098056
jmg;83.35664875399176;0.0;3.0564104543130313;0.0;0.0;10.002797850479011;7.502098387859259;0.0;1.1114219833865568;0.0;0.0;0.0;0.5557109916932784;0.0;0.0;0.0;0.0;0.0;61.128209086260625
andreiw;0.8721720779358433;0.0029072402597861446;0.09593892857294277;0.0;0.0;0.04651584415657831;0.06977376623486746;0.0;0.03197964285764759;0.0;0.03779412337721988;0.06686652597508132;0.0029072402597861446;0.0;0.011628961039144578;0.0;0.27328058441989755;0.0;0.23257922078289156
mineiro;123.41916806338564;0.41139722687795216;2.056986134389761;4.113972268779522;0.0;0.41139722687795216;0.8227944537559043;0.0;0.0;2.879780588145665;20.98125857077556;67.0577479811062;0.0;0.41139722687795216;11.107725125704707;0.41139722687795216;5.75956117629133;0.0;6.993752856925187
lebfr;1.3011125265060266;0.0;0.043370417550200886;0.0;0.0;0.01734816702008035;0.09107787685542186;0.0;1.027878895939761;0.0;0.0;0.0;0.004337041755020088;0.013011125265060266;0.0;0.0;0.0;0.0;0.10408900212048212
headcr4sh;0.88301830099716;0.0029433943366572;0.2766790676457768;0.0;0.0206037603566004;0.0412075207132008;0.1236225621396024;0.0;0.05003770372317241;0.0;0.052981098059829604;0.132452745149574;0.0058867886733144;0.0029433943366572;0.0088301830099716;0.0;0.026490549029914802;0.0;0.1383395338228884
sannny;0.870983019258604;0.0;0.011613106923448054;0.0;0.0;0.0;0.011613106923448054;0.0;0.0;0.008709830192586039;0.16548677365913475;0.45291117001447406;0.0029032767308620135;0.0;0.05225898115551624;0.0;0.15677694346654872;0.0;0.008709830192586039
rahul-chaudhary;0.8657981473122145;0.005771987648748096;0.06060587031185501;0.0;0.0;0.08657981473122145;0.1558436665161986;0.0;0.14429969121870242;0.011543975297496192;0.04617590118998477;0.03174593206811453;0.06637785796060311;0.020201956770618337;0.03174593206811453;0.005771987648748096;0.0894658085555955;0.0;0.10966776532621383
dlitvakb;5.04654031624986;0.0168218010541662;0.4878322305708198;0.084109005270831;0.0;0.4878322305708198;0.2859706179208254;0.0;0.0;0.0;0.252327015812493;0.2018616126499944;0.1177526073791634;0.0;0.0168218010541662;0.0;1.766289110687451;0.0;1.3289222832791299
ecylmz;2.105237509289604;0.014034916728597361;0.2736808762076485;0.0;0.0;0.3228030847577393;0.15438408401457096;0.0;0.13333170892167492;0.0;0.02105237509289604;0.0;0.056139666914389444;0.11929679219307757;0.0;0.0;0.4631522520437129;0.0;0.547361752415297
7osema;0.3147486482922246;0.001316939951013492;0.05267759804053968;0.0;0.0;0.017120219363175395;0.017120219363175395;0.0;0.050043718138512695;0.005267759804053968;0.040825138481418256;0.05136065808952619;0.00658469975506746;0.009218579657094444;0.002633879902026984;0.0;0.025021859069256348;0.0;0.03555737867736428
mastersobg;4.002724694232447;0.0;0.10673932517953193;0.0;0.0;0.0;0.026684831294882982;0.0;0.0;0.0;0.0;0.013342415647441491;0.013342415647441491;0.0;0.026684831294882982;0.0;3.762561212578501;0.0;0.053369662589765964
the-swerve;0.2681784391824953;0.0;0.06310080921941065;0.0;0.0;0.020077530206176118;0.043023279013234536;0.0;0.034418623210587626;0.015775202304852663;0.0;0.03298451391014648;0.007170546502205756;0.0014341093004411512;0.015775202304852663;0.0;0.010038765103088059;0.0;0.024379858107499573
rhasan;1.0987246020079955;0.0;0.08789796816063963;0.0;0.0;0.12452212156090615;0.08423555282061299;0.0;0.04394898408031982;0.0;0.0;0.0;0.032961738060239866;0.0036624153400266514;0.0;0.0;0.0;0.0;0.7214958219852503
neiesc;1.6701066439123227;0.0;0.3173202623433413;0.0;0.0;0.3729904838070854;0.16144364224485785;0.0;0.022268088585497635;0.0;0.0;0.0;0.05010319931736968;0.011134044292748817;0.0;0.0;0.022268088585497635;0.0;0.7125788347359243
timebug;5.890514158709814;0.0;0.5890514158709814;0.0;0.0;1.1977378789376623;0.3927009439139876;0.0;0.0;0.01963504719569938;0.05890514158709814;0.0;0.05890514158709814;0.0;0.0;0.0;0.0;0.0;3.5735785896172874
sarbojit;1.1535812266048764;0.030762166042796704;0.28070476514051995;0.11151285190513806;0.0;0.0;0.0;0.0;0.0;0.003845270755349588;0.019226353776747942;0.003845270755349588;0.015381083021398352;0.0;0.0;0.0;0.6883034652075762;0.0;0.0
lifelike27;0.021571251329622204;0.0;0.006637308101422216;0.0;0.0;0.0;0.0;0.0;0.0;0.006637308101422216;0.0;0.0;0.00829663512677777;0.0;0.0;0.0;0.0;0.0;0.0
ahmedabdo2070;0.8227934612552844;0.019198514095956635;0.04662496280446612;0.0;0.002742644870850948;0.16181604738020594;0.0630808320295718;0.0;0.06033818715872086;0.002742644870850948;0.008227934612552845;0.05759554228786991;0.002742644870850948;0.002742644870850948;0.01645586922510569;0.002742644870850948;0.2907203563102005;0.0;0.08502199099637939
8l;403.4618018803312;0.0;2.6897453458688747;5.379490691737749;0.0;0.0;0.0;0.0;0.0;0.0;44.38079820683643;248.80144449287093;0.0;0.0;49.76028889857418;2.6897453458688747;48.415416225639746;0.0;0.0
sarcastillo;1.4507828630304256;0.07253914315152128;0.05319537164444894;0.00967188575353617;0.0;0.01934377150707234;0.004835942876768085;0.0;0.0;0.0;0.24179714383840428;0.4545786304162;0.004835942876768085;0.0;0.20794554370102766;0.0;0.3626957157576064;0.0;0.01934377150707234
eirikb;5.4972626092400665;0.0;0.6230230957138743;0.0;0.0;0.5863746783189404;0.5863746783189404;0.0;0.0;0.0;0.018324208697466888;0.07329683478986755;0.12826946088226823;0.0;0.0;0.0;0.0;0.0;3.481599652518709
jpsim;6.955093760942802;0.0;0.8114276054433268;0.0;0.0;0.3709383339169494;0.5795911467452335;0.0;0.0;0.0;0.02318364586980934;0.0;0.25502010456790275;0.0;0.0;0.0;0.13910187521885603;0.0;4.775831049180724
Rabierre;7.0628127106650105;0.0;0.11771354517775018;0.0;0.0;0.0;0.0;0.0;0.0;0.023542709035550037;0.8710802343153513;3.5078636462969555;0.023542709035550037;0.0;1.3654771240619021;0.023542709035550037;1.1300500337064017;0.0;0.0
xyklex;19.56263325723127;0.06520877752410423;0.2608351100964169;0.0;0.0;0.06520877752410423;0.2608351100964169;0.0;0.0;0.0;3.7169003188739413;9.455272740995113;0.19562633257231268;0.0;2.7387686560123776;0.13041755504820846;2.4779335459159606;0.0;0.19562633257231268
shoumikhin;2.38251914816484;0.007941730493882799;0.13500941839600758;0.0;0.0;0.06353384395106239;0.20648499284095279;0.0;0.031766921975531194;0.0;0.0;0.0;0.007941730493882799;0.0;0.007941730493882799;0.0;0.0;0.0;1.9218987795196374
nperrier;0.8032750067458675;0.010710333423278234;0.2115290851097451;0.0;0.0;0.026775833558195586;0.13387916779097792;0.0;0.01606550013491735;0.0026775833558195586;0.0321310002698347;0.0642620005396694;0.013387916779097793;0.0;0.024098250202376027;0.0;0.1097809175886019;0.0;0.15797741799335394
PR3x;0.8674135324743464;0.0;0.21974476156016776;0.0;0.0;0.03758791974055501;0.318051628573927;0.0;0.07806721792269117;0.011565513766324618;0.0;0.0;0.040479298182136164;0.011565513766324618;0.0028913784415811545;0.0;0.09252411013059694;0.0;0.05493619039004194
ralucam;2.2089633289077364;0.0;0.08099532205995034;0.0;0.0;0.1325377997344642;0.1693538552162598;0.0;0.0;0.0;0.0;0.0;0.007363211096359122;0.0;0.0;0.0;0.0;0.0;1.8187131408007031
SiavoshZarrasvand;0.1054117216013741;0.0;0.02973151122090039;0.0;0.0;0.004054296984668235;0.020271484923341174;0.0;0.01621718793867294;0.004054296984668235;0.0;0.0;0.009460026297559215;0.00270286465644549;0.0;0.0;0.001351432328222745;0.0;0.017568620266895686
proydakov;0.7899631765004486;0.021065684706678627;0.018432474118343797;0.0;0.0;0.005266421176669657;0.0;0.0;0.0;0.0;0.0842627388267145;0.2975527964818356;0.0026332105883348283;0.0;0.07899631765004485;0.007899631765004486;0.2712206905984873;0.0;0.0026332105883348283
usk;1.126869409834318;0.0;0.12019940371566058;0.0;0.0;0.06009970185783029;0.1089307096173174;0.0;0.5033350030593287;0.0;0.0;0.0;0.02629361956280075;0.0;0.0;0.0;0.0;0.0;0.3080109720213802
guysoft;2.0762875466003194;0.013841916977335464;0.16610300372802556;0.0;0.0;0.22147067163736742;0.387573675365393;0.0;0.0;0.006920958488667732;0.0;0.013841916977335464;0.006920958488667732;0.0;0.027683833954670927;0.0;0.11765629430735144;0.0;1.114274316675505
aniron620;0.013500794648335004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0027001589296670007;0.0;0.0;0.006750397324167502;0.0;0.0;0.0;0.004050238394500501;0.0;0.0
dbrgn;13.715533900439617;0.09143689266959744;0.6857766950219808;0.04571844633479872;0.0;0.36574757067838976;0.6400582486871821;0.0;0.04571844633479872;0.0;1.4172718363787604;4.800436865153866;0.0;0.0;0.7772135876915783;0.36574757067838976;1.0515242657003707;0.0;3.428883475109904
balau;0.7755637341490795;0.010340849788654394;0.031022549365963183;0.0025852124471635986;0.0;0.0;0.0;0.0;0.0;0.0025852124471635986;0.0;0.16286838417130672;0.0025852124471635986;0.0;0.015511274682981592;0.0025852124471635986;0.5196277018798833;0.0;0.025852124471635988
Korvox;0.8820415123037304;0.02940138374345768;0.052922490738223825;0.0;0.0;0.0;0.052922490738223825;0.0;0.0;0.005880276748691536;0.02940138374345768;0.279313145562848;0.008820415123037304;0.0;0.12936608847121378;0.17640830246074607;0.10878511985079341;0.0;0.008820415123037304
guycole;0.8804114564899436;0.005869409709932957;0.02054293398476535;0.0;0.0;0.0;0.01760822912979887;0.0;0.0;0.0;0.18195170100792166;0.40205456513040755;0.0029347048549664785;0.0;0.014673524274832392;0.0029347048549664785;0.20836404470261996;0.0;0.023477638839731828
roktas;2.3988882929716366;0.0;0.18391476912782548;0.0;0.0;0.3278480667061237;0.13593700326839275;0.0;0.07996294309905456;0.0;0.007996294309905456;0.0;0.03998147154952728;0.11194812033867639;0.0;0.0;0.4877739529042328;0.0;1.0235256716678984
cathoderay;167.5327697200031;13.961064143333592;1.675327697200031;1.675327697200031;0.0;0.5584425657333437;0.0;0.0;0.0;1.1168851314666874;25.129915458000468;68.68843558520128;0.0;0.0;13.961064143333592;13.961064143333592;25.129915458000468;0.0;1.675327697200031
